category_id,nm_id,n_reviews,detection_precision,detection_recall,sentiment_mae_review,sentiment_mae_review_round,product_mae_n3,n_aspects_matched
consumables,260894703.5,100.0,0.4087499999999999,0.28175,0.5341944822373395,0.4623960695389267,0.7233566666666666,6.0
hospitality,1657165878.0,98.5,0.5007118689285026,0.5591841797497963,1.0378450892857143,1.0285714285714285,0.6970090909090909,14.5
physical_goods,242569564.8888889,121.55555555555556,0.4957614746273041,0.42362637797524333,0.8836037584327103,0.8352115992595869,0.8067424603174602,6.111111111111111
services,1635425997.6666667,90.33333333333333,0.4297468881615223,0.402979797979798,0.9027113301082479,0.8297064427201413,0.8707574074074075,12.0
