slice_type,slice_value,n_reviews,system_rows,gold_rows,tp,fp,fn,unclear,duplicate,out_of_scope,gold_unclear,manual_precision_strict,manual_precision_soft,manual_recall,manual_f1_strict,manual_f1_soft,notes,n_pairs,manual_sentiment_mae,manual_sentiment_mae_round,manual_accuracy_at_0_5,manual_accuracy_at_1_0,manual_accuracy_at_1_5,manual_direction_accuracy,manual_macro_direction_f1,manual_wrong_polarity_rate,manual_strong_wrong_polarity_rate,manual_mean_signed_error,manual_rmse
category_id,consumables,195,510,387,293,133,93,32,52,0,1,0.6397379912663755,0.687793427230047,0.7590673575129534,0.6943127962085309,0.7216748768472907,,293,0.7434378268350446,0.6757679180887372,0.5426621160409556,0.7201365187713311,0.8395904436860068,0.8464163822525598,0.5983264643436993,0.06484641638225255,0.04436860068259386,-0.5891293600996151,1.1084586610467695
category_id,hospitality,175,831,1087,437,247,626,106,41,0,20,0.5531645569620253,0.6388888888888888,0.41110065851364064,0.4716675661090124,0.5002862049227246,,437,1.1205094812984262,1.1167048054919908,0.38672768878718533,0.5766590389016019,0.6796338672768879,0.6292906178489702,0.46960489808697153,0.1945080091533181,0.13729977116704806,0.13253204835223342,1.5523519354480306
category_id,physical_goods,903,3592,2030,1466,1345,562,199,582,0,0,0.4870431893687708,0.5215225898256848,0.722879684418146,0.5819769749900754,0.6059103120479438,,1466,0.9642897216620764,0.9338335607094134,0.43519781718963163,0.6412005457025921,0.7448840381991815,0.7271487039563438,0.5479566167677018,0.12551159618008187,0.07776261937244201,-0.3130052211755302,1.3644613259968117
category_id,services,258,1291,885,580,413,300,94,204,0,5,0.5335786568537259,0.5840886203423967,0.6590909090909091,0.5897305541433655,0.6193272824345969,,580,1.0194800278189333,1.0017241379310344,0.3931034482758621,0.5637931034482758,0.7068965517241379,0.7120689655172414,0.5279455569814856,0.13448275862068965,0.07241379310344828,-0.2945292980346682,1.3858166285009568
