slice_type,slice_value,n_reviews,n_pairs,manual_sentiment_mae,manual_sentiment_mae_round,manual_accuracy_at_0_5,manual_accuracy_at_1_0,manual_accuracy_at_1_5,manual_direction_accuracy,manual_macro_direction_f1,manual_wrong_polarity_rate,manual_strong_wrong_polarity_rate,manual_mean_signed_error,manual_rmse
overall,overall,1531,2776,0.9771026926086692,0.9495677233429395,0.43011527377521613,0.6231988472622478,0.736671469740634,0.7211815561959655,0.538808366503095,0.13184438040345822,0.082492795389049,-0.2681523935456398,1.3760376996289105
aspect_source,discovery,1264,1665,1.0351581613075207,1.012012012012012,0.3891891891891892,0.5837837837837838,0.7129129129129129,0.7045045045045045,0.5367959933887488,0.12912912912912913,0.07567567567567568,-0.46772377507724805,1.4136213149435437
aspect_source,vocab,759,1111,0.8900978722814076,0.855985598559856,0.49144914491449143,0.6822682268226823,0.7722772277227723,0.7461746174617462,0.5381544159491422,0.13591359135913592,0.0927092709270927,0.030935230441873934,1.317707516654492
